date,type,registration,operator,fat.,location,,pic,cat,
18655,Savoia-Marchetti SM-95B,I-DALO,Alitalia,14,near Civitavecchia,,,A1,Italy
18655,Grumman G-73 Mallard,PK-AKE,Bataafse Petroleum Mij.,0,Jakarta-Kema...,,,O1,Indonesia
18656,Shorts S.45 Solent 3,VH-TOA,Trans Oceanic Airways,1,Marsaxlokk Bay,,,A1,Malta
18656,Douglas C-47A (DC-3),43-16102,USAF,,Fort Knox-Go...,,,A1,USA
18656,Short S.25 Sunderland GR.5,PP107,RAF,14,Mt. Yuli,,,A1,Taiwan
18656,Lisunov Li-2,CCCP-L4715,"Aeroflot, Kazakstan",0,near Kostanay-Nar...,,,A1,Kazakhstan
18656,Douglas DC-3A-197D,XA-FUJ,LAMSA,0,near San Luis Pot...,,,A2,Mexico
18657,Douglas C-47B (DC-3),43-16397,USAF,,Taegu Air Ba...,,,A1,South Korea
18659,Douglas C-47A (DC-3),HK-311,LANSA,0,Madrid,,,A1,Colombia
18659,Douglas C-47A (DC-3),TF-ISG,Icelandair,20,near Hafnarfjördur,,,A1,Iceland
18659,Douglas C-54D (DC-4),282,Portuguese AF,14,near Terceira-Laj...,,,A1,Portugal
18660,Lisunov Li-2,4803,Soviet AF,2,Khabarovsk K...,,,A1,Russia
18662,Douglas DC-4-1009,F-BBDO,Air France,29,near Buéa,,,A1,Cameroon
18663,Lockheed P2V-3W Neptune,124277,US Navy,0,Whidbey Isla...,,,A1,USA
18665,Junkers Ju-52/3m,T.2-47,Spanish AF,4,near San Pablo de...,,,A1,Spain
18666,Douglas DC-2-200,DO-3,Finnish AF,,Helsinki-Mal...,,,A1,Finland
18666,Fairchild R4Q-1 Flying Boxcar (C-11,128725,USMC,9,"Eastville, VA",,,A1,USA
18668,Douglas R4D-6 (DC-3),17267,US Navy,,Ashiya Air Base,,,A1,Japan
18668,Lisunov Li-2,CCCP-L4821,"Aeroflot, Uzbekistan",0,Tashkent Air...,,,A1,Uzbekistan
18671,Douglas C-47A (DC-3),F-OABK,Aigle Azur,0,Luang Praban...,,,A1,Laos
18671,Douglas C-47D (DC-3),43-48920,USAF,,,,,A1,South Korea
18673,Curtiss C-46A,HK-333,LANSA,2,"near Yalí, Antioquia",,,A1,Colombia
18675,Short Sunderland GR.5,SZ598,RAF,8,near Béja,,,A1,Tunisia
18677,Vickers Valetta C.1,VX514,RAF,1,near Stockholm-Br...,,,A1,Sweden
18678,Douglas R4D-5 (DC-3),17143,US Navy,,"Olathe NAS, ...",,,A1,USA
18680,Curtiss C-46A,PP-ITF,Comp. Itaú de Transportes Aéreos,0,Rio de Janei...,,,A1,Brazil
18682,Curtiss C-46E,N59490,Slick Airways,0,"Newhall, CA",,,A1,USA
18682,Douglas VC-47B (DC-3),43-48293,USAF,0,Oslo-Fornebu...,,,A1,Norway
18683,Fiat G.212,,Italian AF,0,Urbe,,,A1,Italy
18684,Curtiss C-46D,44-78257,USAF,3,near Iwakuni MCAS,,,A1,Japan
18686,Convair CV-240-2,N90664,Mid-Continent Airlines,0,"near Tulsa, OK",,,A1,USA
18689,Douglas DC-3A,N19928,Mid-Continent Airlines,16,"Sioux City, IA",,,A1,USA
18692,Douglas C-47B (DC-3),43-48483,USAF,1,Okinawa-Kade...,,,A1,Japan
18698,Douglas R5D-1 (DC-4),HS-POS,Pacific Overseas Airlines,24,Hong Kong Is...,,,A1,Hong Kong
18700,Ilyushin Il-12P,CCCP-L1319,"Aeroflot, West Siberia",0,near Sverdlovsk-K...,,,A1,Russia
18702,Canadair C-54GM North Star,17523,RCAF,0,Resolute Air...,,,A1,Canada
18706,Lockheed L-749 Constellation,N91202,TWA,0,Phoenix-Sky ...,,,A2,USA
18706,Handley Page Hastings C.2,WD478,RAF,3,Strubby RAF ...,,,A1,U.K.
18708,Douglas R4D-1 (DC-3),HK-315,LANSA,29,near Hato Nuevo,,,A1,Colombia
18709,Douglas C-53-DO (DC-3),PP-CCX,Cruzeiro do Sul,3,near Florianopoli...,,,A1,Brazil
18710,Douglas C-124A Globemaster II,49-244,USAF,53,"near Shannon, Ire...",,,A1,Atlantic Ocean
18710,Fairchild C-119C Flying Boxcar,49-168,USAF,2,,,,A1,South Korea
18712,Lisunov Li-2,CCCP-L4790,"Aeroflot, East Siberia",12,near Iskra,,,A1,Russia
18712,Douglas C-54D (DC-4),42-72663,USAF,,Pusan East (...,,,A1,South Korea
18713,Douglas C-47A (DC-3),LV-ACY,Aerolineas Argentinas,11,"near Río Grande, TF",,,A1,Argentina
18714,Douglas C-47A (DC-3),G-AJVZ,Air Transport Charter,2,Manchester-R...,,,A1,U.K.
18714,Douglas C-47A (DC-3),VH-CAQ,Australian CAA,0,"Camden, NSW",,,A1,Australia
18714,Douglas C-47A (DC-3),43-15691,USAF,0,near Matagorda Is...,,,A1,USA
18715,Lisunov Li-2,CCCP-L4198,"Aeroflot, Latvia",0,near Riga-Spilve ...,,,A1,Latvia
18716,Fairchild C-119B Flying Boxcar,48-345,USAF,1,near Hongchon,,,A1,South Korea
18716,Vickers Valetta C.1,VW187,RAF,0,Entebbe Airp...,,,A1,Uganda
18716,Ilyushin Il-12P,CCCP-L1313,"Aeroflot, Moscow",3,near Moskva-Vnuko...,,,A1,Russia
18717,Douglas C-54B (DC-4),N74644,Seaboard & Western,0,Keflavík Int...,,,A1,Iceland
18719,Douglas C-47A (DC-3),SE-BBM,SAS,0,Stockholm-Br...,,,A1,Sweden
18720,Douglas C-48B (DC-3),HK-142,Avianca,0,Bogotá-Techo...,,,A1,Colombia
18724,Douglas C-47A (DC-3),N63439,Southwest Airways,22,Refugio Pass...,,,A1,USA
18724,Grumman SA-16A Albatross,48-0602,USAF,0,near Mount Clemen...,,,A1,USA
18726,Douglas C-47B (DC-3),43-48298,USAF,21,"near Charleston, WV",,,A1,USA
18726,Lisunov Li-2T,CCCP-L4467,"Aeroflot, East Siberia",8,near Mama Airport,,,A1,Russia
18727,Douglas DC-3,HS-SAE,Siamese Airways,16,near Cape d'Arguilar,,,A1,Hong Kong
18728,Handley Page HP.82 Hermes V,G-ALEU,UK Ministry of Supply,0,Chilbolton,,,A1,U.K.
18728,Vickers Valetta C.1,VW833,RAF,0,near Zalingei,,,A1,Sudan
18728,Douglas C-54D (DC-4),42-72734,USAF,8,Fairbanks-La...,,,A1,USA
18730,Handley Page Hastings C.1,TG552,RAF,0,Negombo RAF ...,,,A1,Sri Lanka
18730,Douglas C-47D (DC-3),43-49751,USAF,,Seoul-Kimpo ...,,,A1,South Korea
18733,Curtiss C-46A,PP-LDC,Loide Aéreo Nacional,0,Guanabara Ba...,,,A1,Brazil
18733,Douglas C-47D (DC-3),43-49527,USAF,0,"near Solano, CA",,,A1,USA
18736,CASA 352 (Ju-52),T.2-141,Spanish AF,,,,,U1,Unknown country
18736,CASA 352 (Ju-52),T.2-160,Spanish AF,,,,,U1,Unknown country
18739,Antonov An-2,CCCP-A2597,"Aeroflot, Krasnoyarsk",4,between Kyzy...,,,A1,Russia
18739,Douglas C-47 (DC-3),FAC-671,Colombian AF,3,Tres Esquina...,,,A1,Colombia
18743,Douglas DC-4,CU-T188,Cubana,39,"near Key West, FL",,,A1,USA
18744,Douglas C-47D (DC-3),43-49764,USAF,,,,,A1,Unknown country
18746,Curtiss C-46A,CC-CYA-141,Lyon Air,0,near Los Antiguos...,,,A1,Argentina
18746,Douglas DC-3A-197,N16088,United Airlines,11,"near Fort Wayne, IN",,,A1,USA
18746,Curtiss C-46D,44-78365,USAF,0,near Taegu Air Base,,,A1,South Korea
18748,Douglas C-47D,44-77261,USAF,6,near Wonsan,,,A1,North Korea
18749,Douglas C-47A (DC-3),42-101001,USAF,,Unknown,,,A1,Unknown country
18750,Vickers Valetta C.1,VW156,RAF,8,near Fayid,,,A1,Egypt
18752,Vickers Valetta C.1,VW828,RAF,0,Dishforth RA...,,,A1,U.K.
18756,Vickers 639 Viking 1,G-AHPD,Hunting Air Travel,0,near Bordeaux-Mér...,,,A1,France
18757,Douglas R4D-5 (DC-3),17114,US Navy,2,Patuxent Riv...,,,A1,USA
18757,Junkers Ju-52/3m,T.2-93,Spanish AF,4,near Monterroso (...,,,A1,Spain
18759,Douglas VC-47D (DC-3),43-49266,USAF,2,near Spokane-Felt...,,,A1,USA
18760,Amiot AAC.1 (Ju-52),F-BDYE,Air Fret Transimax,3,near Rovigo,,,A1,Algeria
18762,Douglas C-47A (DC-3),KG430,RCAF,4,near Goose Bay Ai...,,,A1,Canada
18763,Douglas C-47A (DC-3),PP-LPC,L.A. Paulistas,0,near Maceió Airpo...,,,A1,Brazil
18763,Douglas C-47A (DC-3),42-93720,USAF,,Giebelstadt ...,,,A1,Germany
18766,Douglas C-47B (DC-3),PP-SPL,VASP,7,"near Rancharia, SP",,,A1,Brazil
18767,Lockheed P2V-2 Neptune,39351,US Navy,0,"Kodiak NAS, ...",,,A1,USA
18771,Douglas C-124A Globemaster II,49-232,USAF,7,"near New Lisbon, IN",,,A1,USA
18772,Fairchild C-119C Flying Boxcar,49-153,USAF,0,near Atsugi,,,A1,Japan
18775,Douglas C-47D,49-2612,Hellenic AF,5,near Daegu Air Base,,,A1,South Korea
18778,Douglas R5D-3 (DC-4),56513,US Navy,5,near Busan (Pusan...,,,A1,South Korea
18778,Vickers Valetta C.1,VX544,RAF,0,Aqaba Airpor...,,,A1,Jordan
18779,Douglas C-47B (DC-3),43-48954,USAF,,Albany-Turne...,,,A1,USA
??-MAY-1951,DH.86B Express,G-ADUH,Gulf Aviation,,Bahrain,,,A1,Bahrain
18781,PBV-1A Canso A (PBY-5A),PP-AGC,Aero Geral,2,"Palame, BA",,,A1,Brazil
18782,Douglas C-47A (DC-3),LV-AGE,Aerolineas Argentinas,0,Puerto Desea...,,,A2,Argentina
18782,Fairchild C-119C Flying Boxcar,49-123,USAF,6,near Inje,,,C1,South Korea
18782,Fairchild C-119B Flying Boxcar,48-350,USAF,4,near Inje,,,C1,South Korea
18782,Fairchild C-82A Packet,45-57761,USAF,8,"near New Boston, TX",,,A1,USA
18783,Fairchild C-119C Flying Boxcar,49-192,USAF,4,"near Jackson, TN",,,A1,USA
18785,Douglas DC-3D,PP-NAL,L.A. Transcontinental Brasileira,2,"Gramacho, Ri...",,,A1,Brazil
18785,Boeing C-97A,48-398,USAF,9,near San Antonio-...,,,A1,USA
18787,Douglas C-47A (DC-3),YU-ABE,JAT,0,Wittelsbach,,,A1,Germany
18789,Short S.25 Sandringham 4,VH-EBW,Qantas,0,Port Vila,,,O1,Vanuatu
18792,Douglas C-47A (DC-3),HK-504,SAM,2+ 1,near Medellín-Enr...,,,A1,Colombia
18793,Lockheed P2V-2 Neptune,122453,US Navy,7,near Flemings Isl...,,,A1,USA
18793,Martin PBM-5 Mariner,85148,US Navy,3,Manila Bay,,,A1,Philippines
18794,Lockheed P2V-4 Neptune,124253,US Navy,1,"Kodiak NAS, ...",,,A1,USA
18795,Antonov An-2,CCCP-H986,Dalstroi Aviation,0,near Omsukchan,,,A1,Russia
18796,Douglas C-47A (DC-3),43-15600,USAF,0,Bellevue-Off...,,,A1,USA
18800,Douglas C-47B (DC-3),LV-ADG,Aerolineas Argentinas,0+ 2,Puerto Desea...,,,A2,Argentina
18801,Lockheed L-049 Constellation,N88846,Pan Am,40,near Sanoyea,,,A1,Liberia
18801,Douglas C-47D (DC-3),43-48416,USAF,,Spokane-Fair...,,,A1,USA
18803,Vickers Valetta C.1,VX498,RAF,0,Choma Airpor...,,,A1,Zambia
18805,CASA 352 (Ju-52),T.2-114,Spanish AF,8,near Morón de la ...,,,A1,Spain
18806,Douglas C-47 (DC-3),PP-CCK,Cruzeiro do Sul,0,near Trinidad,,,A1,Bolivia
18806,Breguet 730,,French Navy,7,Kentira,,,A1,Morocco
18808,Amiot AAC.1 (Ju-52),YU-ACE,JAT,14,near Rijeka,,,A1,Croatia
18808,Grumman G-73 Mallard,N2949,General Tire & Rubber Co.,1,Geneva-on-th...,,,A2,USA
18809,Douglas DC-6,N37543,United Airlines,50,near Fort Collins...,,,A1,USA
18810,Douglas C-47A (DC-3),43-15144,USAF,5,near Fort Dix-McG...,,,A1,USA
18810,Amiot AAC.1 (Ju-52),,French AF,5,near Hanoi,,,A1,Vietnam
18817,Douglas C-47D,44-77269,USAF,,Chinhae Air ...,,,A1,South Korea
18818,Douglas C-47 (DC-3),HK-126,Avianca,0,Barranquilla...,,,A1,Colombia
18818,Douglas C-47D (DC-3),44-76651,USAF,,Pohang (K-3)...,,,A1,South Korea
18820,Lockheed 18 Lodestar,CF-ETC,private,0,Montreal-Dor...,,,A1,Canada
18821,Douglas C-47B (DC-3),PP-LPG,"L.A. Paulistas, op.for Loide Aéreo Nacional",33,near Aracaju Airp...,,,A1,Brazil
18821,Douglas C-47B (DC-3),VT-CHT,Indamer,3,near Tezpur,,,A1,India
18821,Vickers Valetta C.1,VW194,RAF,10,near Lyneham-RAF ...,,,A1,U.K.
18821,Douglas C-47B (DC-3),980/F-RAMM,French AF,8,Gao Airfield,,,A1,Mali
18822,Douglas C-54B (DC-4),HS-POA,Siamese Airways,0,Bangkok Inte...,,,A1,Thailand
18823,Lockheed 14-H Super Electra,SE-BTN,Airtaco,4,Stockholm-Br...,,,A1,Sweden
18824,Fairchild C-119B Flying Boxcar,48-342,USAF,0,"near El Paso, TX",,,A1,USA
18826,Vickers Valetta C.1,VW824,RAF,0,Fayid RAF St...,,,A1,Egypt
18827,Douglas C-54A (DC-4),F-BDRI,TAI,0,near Antananarivo...,,,A1,Madagascar
18828,Lockheed L-749A Constellation,N119A,Eastern Air Lines,0,Curles Neck ...,,,A2,USA
18829,Douglas C-47A (DC-3),F-OABX,CATI,5,near Saigon-Tan S...,,,A1,Vietnam
18830,Douglas DC-4,CF-CPC,Canadian Pacific,37,"near Sitka, AK",,,A1,USA
18833,Douglas DC-3-455,OO-CBA,Sabena,3,near Gao Airport ...,,,A1,Mali
18835,Amiot AAC.1 (Ju-52),F-BBYF,Autrex,,Lao Kay,,,A1,Vietnam
18836,CANT Z.506S,MM45497,Sottocentro Soccorso Cadimare,0,near Isola di Pal...,,,A1,Italy
18836,Bristol 170 Freighter 21E,VR-NAX,West African Airways,0,near Kaduna Airpo...,,,A1,Nigeria
18838,Curtiss C-46A,CB-39,Loide Aéreo Nacional,7,near Cochabamba-J...,,,A1,Bolivia
18842,Douglas C-47B (DC-3),349667/FRBFL,French AF,6,near Saigon-Tan S...,,,A1,Vietnam
18847,Douglas C-47A (DC-3),2028,Brazilian AF,4,"Guaratiba, RJ",,,A1,Brazil
18848,Douglas C-47A (DC-3),VH-TAT,TAA,2,"Barilla Bay,...",,,A1,Australia
18848,Curtiss C-46F,N74176,"Pan Am, lsf USAF",0,São Paulo-Co...,,,A1,Brazil
18851,Curtiss C-46F,N3908B,"All American Airways, lsf USAF",0,Newark Inter...,,,A1,USA
18851,Douglas DC-3D,F-BAXB,Air France,5,Moisville,,,A1,France
18851,Douglas C-47D (DC-3),43-49561,USAF,,,,,A1,Unknown country
18852,Avro Shackleton MR.1,VP283,RAF,0,near Gibraltar-No...,,,A1,Gibraltar
18852,Lisunov Li-2,CCCP-L4314,"Aeroflot, Yakutsk",2,near Vilyuisk Air...,,,A1,Russia
18856,Fairchild C-82A Packet,45-57796,USAF,0,Frankfurt Rh...,,,O1,Germany
18856,Grumman SA-16A Albatross,49-0094,USAF,0,Luzon Island...,,,A1,Philippines
18860,Douglas C-47A (DC-3),HS-SAF,Siamese Airways,0,Boh Fai Airport,,,A1,Thailand
18860,Antonov An-2,CCCP-N566,"GUSMP, Directorate of Polar Aviation",1,Lena River n...,,,A1,Russia
18861,PB2B-1 Canso A (PBY-5A),VP-JAT,Caribbean International,0,Kingston-Pal...,,,O1,Jamaica
18862,Douglas C-47A (DC-3),42-100668,USAF,9,"Summit, AK",,,A1,USA
18863,Lisunov Li-2,CCCP-L1271,"Aeroflot, Moscow",0,near Kanash,,,A1,Russia
18864,Douglas DC-6B,N37550,United Airlines,50,near Oakland Inte...,,,A1,USA
18867,Douglas C-47 (DC-3),HJ913,Indian AF,0,Wular Lake,,,A1,India
18871,Avro 685 York C.1,G-AGSN,Lancashire Aircraft Corp,0,Fayid RAF St...,,,A2,Egypt
18871,Douglas C-47A (DC-3),43-15994,USAF,4,near Platinum Air...,,,A1,USA
18872,Douglas DC-6,XA-JOR,Mexicana,0,Lake Texcoco,,,A1,Mexico
18873,Convair CV-240-2,N90662,Pan Am,0,near Kingston,,,A1,Jamaica
18875,Lockheed P2V-3 Neptune,122976,US Navy,,near Quonset Poin...,,,A1,USA
18875,Lockheed P2V-3 Neptune,122978,US Navy,7,near Montauk Poin...,,,A1,Atlantic Ocean
18878,Douglas C-47A (DC-3),43-48134,USAF,3,near Fairbanks-Ei...,,,A1,USA
18878,Antonov An-2,CCCP-A2583,"Aeroflot, Ukraine",5,near Gorbovichi,,,A1,Ukraine
18879,Douglas C-47B (DC-3),PP-SPQ,VASP,10+ 3,near São Paulo-Co...,,,A1,Brazil
18879,Douglas C-47D (DC-3),43-49261,USAF,,near Tsushima Island,,,A1,Japan
18881,Douglas C-47D (DC-3),45-1089,USAF,,near Chunchon Air...,,,A1,South Korea
18883,Douglas DC-3,F-BEIZ,STAAP,39,"near Palma, Islas...",,,A1,Mediterranean Sea
18883,Boeing 377 Stratocruiser,N31230,United Airlines,3,near Redwood City...,,,A1,USA
18884,Douglas C-47B (DC-3),K-41/OT-CWT,Belgian AF,,unknown,,,A1,Unknown country
18885,Bristol 170 Freighter 21E,G780,Pakistan AF,,,,,A1,Unknown country
18886,Douglas C-47A (DC-3),VT-CCA,Air-India,1,Bangalore-Hi...,,,A1,India
18887,Curtiss C-46D,N74689,Peninsular Air Transport,0,Chicago-Midw...,,,A2,USA
18888,Vickers Valetta C.1,VW813,RAF,4,near Loka,,,A1,South Sudan
18888,Douglas C-47 (DC-3),PP-YPX,REAL,10,"Ubatuba, SP",,,A1,Brazil
18888,Lockheed P2V-4 Neptune,124235,US Navy,,Quonset Poin...,,,A1,USA
18889,Antonov An-2,CCCP-N565,"GUSMP, Directorate of Polar Aviation",0,Tukalan rive...,,,A1,Russia
18889,Bristol 170 Freighter IA,T-37,Argentine AF,4,near Rafael Casti...,,,A1,Argentina
18893,Douglas C-47B (DC-3),349145/FRBFF,French AF,,,,,U1,Unknown country
18896,Douglas C-47A (DC-3),D-03,Czechoslovak AF,6,near Babice,,,A1,Czech Rep.
18898,Fairchild C-119C Flying Boxcar,49-169,USAF,14,near Tachikawa Ai...,,,A1,Japan
18898,Curtiss C-46D,44-77713,USAF,11,Mount Tanazawa,,,A1,Japan
18900,Curtiss C-46D,CB-43,Frigorífico Cooperativo Los Andes,0,La Paz-El Alto,,,A1,Bolivia
18900,Douglas C-47A (DC-3),43-15932,USAF,7,near Maedong,,,A1,South Korea
18902,Lisunov Li-2,CCCP-L4775,"Aeroflot, Krasnoyarsk",6,"near Serkova, Kra...",,,A1,Russia
18907,Douglas C-47 (DC-3),,Indian AF,5,Mersin,,,A1,Turkey
18908,Lockheed 18 Lodestar,N5545N,National Homes Corp.,3,"near Lafayette, IN",,,A1,USA
18909,Douglas C-47A (DC-3),XA-GOR,ATSA,10,Cerro Blanco,,,A1,Mexico
18910,Consolidated PBY-5A Catalina,FAC-616,Colombian AF,1,Puerto Legui...,,,A1,Colombia
18911,Douglas C-47D (DC-3),43-48085,USAF,,Warner Robin...,,,A1,USA
18912,Consolidated C-10A Catalina (PBY-5A,6519,Brazilian AF,4,Conceição do...,,,A1,Brazil
18912,Lisunov Li-2,CCCP-L4416,"Aeroflot, Uralsk",1,near Art. Bogdano...,,,A1,Russia
18915,Short Sunderland GR.5,RN277,RAF,0,Iwakuni NAS,,,O1,Japan
18915,Lockheed P2V-3 Neptune,122939,US Navy,0,Atsugi NAS (...,,,A1,Japan
18916,Douglas C-47A (DC-3),ZS-AVJ,South African Airways,17,Mount Ingeli,,,A1,South Africa
18916,Boeing C-97A,49-2602,USAF,12,North Atlantic,,,A1,Atlantic Ocean
18918,Consolidated Canso A,CF-FOQ,Queen Charlotte Airlines,23,"Mt. Benson, BC",,,A1,Canada
18918,Douglas DC-3,YU-ABF,JAT,0,Zürich-Klote...,,,H2,Switzerland
18919,Douglas C-47A (DC-3),CF-DXR,Hollinger Ungava Transport,,Sept-Îles Ai...,,,U1,Canada
18919,Grumman SA-16A Albatross,50-0178,USAF,5,near Nassau,,,A1,Bahamas
18920,Douglas C-47B (DC-3),43-49040,USAF,0,"near Miami (MIA), FL",,,A1,USA
18922,CASA 352 (Ju-52),T.2-169,Spanish AF,,,,,U1,Unknown country
18923,Douglas C-47A (DC-3),YU-ACC,JAT,12,near Skopje,,,A1,North Macedonia
18923,Boeing C-97A,48-413,USAF,4,San Antonio-...,,,A1,USA
18923,Douglas Dakota IV (DC-3),KN493,RAF,,East Hendred...,,,A1,U.K.
18927,Avro 689 Tudor 5,G-AKCC,private,0,Bovingdon RA...,,,A1,U.K.
18928,Douglas C-47 (DC-3),961,Guatemala AF,26,near Flores-Santa...,,,A1,Guatemala
18931,SNCASO SO.30P Bretagne,F-OAIY,Air Algérie,0,Paris-Orly A...,,,A1,France
18931,Douglas C-47A (DC-3),43-15109,USAF,6,"near Riverside, CA",,,A1,USA
18931,Lisunov Li-2,,"Aeroflot, Northern",0,near Arkhangelsk-...,,,A1,Russia
18933,Douglas C-47B (DC-3),349384/FRBFR,French AF,,San Bernardi...,,,A1,USA
18937,Martin 2-0-2,N93039,Transocean Air Lines,1,Tucumcari Ai...,,,A1,USA
18937,Douglas C-47 (DC-3),F-BCYL,CATI,0,Hanoi,,,A1,Vietnam
18938,Lockheed P2V-3W Neptune,124283,US Navy,10,near Vladivostok,,,C1,Russia
18939,Douglas C-47A (DC-3),F-BEIV,STAC,0,Fort Lamy Ai...,,,A1,Chad
18939,Douglas C-47D (DC-3),43-48911,USAF,5,Anchorage-El...,,,A1,USA
18940,Douglas C-47D (DC-3),43-49039,USAF,,Tokyo-Haneda...,,,A1,Japan
18941,Douglas DC-3C,,West Coast Airlines,0,"Eugene, OR",,,A2,USA
18943,Vickers 615 Viking 1B,T-77,Argentine AF,,Morón Air Ba...,,,A1,Argentina
18944,CASA 352 (Ju-52),T.2-182,Spanish AF,2,Albacete-Los...,,,A1,Spain
18945,Fairchild C-82A Packet,45-57801,USAF,36,near Clermont-Fer...,,,A1,France
18946,Ilyushin Il-12P,CCCP-L1360,"Aeroflot, Yakutsk",0,Nikolayevsk-...,,,A1,Russia
18946,Douglas C-47A (DC-3),VT-CKU,Airways (India),0,Gauhati-Borj...,,,A1,India
18947,Lisunov Li-2P,SP-LKA,LOT,16,near Lódz Airport...,,,A1,Poland
18948,Short Sunderland GR.5,SZ565,RAF,2,Calshot RAF ...,,,A1,U.K.
18949,Ilyushin Il-12P,CCCP-L1775,"Aeroflot, Moscow",23,near Novosibirsk-...,,,A1,Russia
18949,Douglas C-54D (DC-4),N79992,ONA,3,Oakland Rang...,,,A1,USA
18949,Douglas DC-4,N4002B,California Eastern,0,Oakland Rang...,,,A2,USA
18951,Douglas C-53-DO (DC-3),TC-ACA,DHY,5,near Cairo,,,A1,Egypt
18951,Douglas C-47A (DC-3),43-16026,USAF,0,near Papa,,,C2,Hungary
18951,Douglas C-47B (DC-3),CBK-016,Turkish AF,4,Kus Gölü (La...,,,A1,Turkey
18953,Douglas C-47A (DC-3),VT-AUO,Deccan Airways,16,Calcutta-Dum...,,,A1,India
18956,Douglas DC-4,4X-ADN,El Al,6,near Zürich-Klote...,,,A1,Switzerland
18959,Douglas DC-2-243,XA-DOQ,L.A. Unidas,13,San Luis Aca...,,,A1,Mexico
18959,Douglas DC-3-201C,N25646,Eastern Air Lines,0,"near Ocala, FL",,,A2,USA
18960,Douglas C-47 (DC-3),I-LETR,LAI,0,Milano-Malpe...,,,A1,Italy
18962,Lisunov Li-2,,"Aeroflot, Belarus",0,near Kiev,,,A1,Ukraine
??-NOV-1951,Lisunov Li-2T,SP-LBE,LOT,,,,,U1,Poland
18966,Douglas DC-3A,N17109,United Airlines,3,Denver-Stapl...,,,A1,USA
18966,Grumman G-73 Mallard,CF-GPA,Canadian Veneers,0,Saint John A...,,,A1,Canada
18966,Douglas C-47D (DC-3),45-931,USAF,5,San Gabriel ...,,,A1,USA
18968,Douglas C-47A (DC-3),42-100488,USAF,10,near Marseille,,,A1,France
18970,Fairchild C-119B Flying Boxcar,49-130,USAF,4,near Ashiya Air Base,,,A1,Japan
18975,Lockheed P2V-5 Neptune,124884,US Navy,,Whidbey Isla...,,,A1,USA
18976,Douglas DC-4-1009,HB-ILO,Swissair,0,Amsterdam-Sc...,,,A1,Netherlands
18978,Curtiss C-46F,N1678M,"Miami Airlines, lsf USAF",56,near Newark Inter...,,,A1,USA
18982,Curtiss C-46E,N59487,Robin Airlines,0,"Cobourg, ON",,,A2,Canada
18982,Short Sunderland GR.5,RN294,RAF,0,Wig Bay,,,O1,U.K.
18984,SNCASE SE.161 Languedoc,SU-AHH,Misrair,22,near Tehran,,,A1,Iran
18984,Douglas C-47A (DC-3),PI-C2,Philippine Air Lines,0+ 1,Masbate Airp...,,,A2,Philippines
18984,Douglas C-47A (DC-3),43-48144,USAF,4,near Nassau,,,A1,Bahamas
18985,Douglas DC-6,I-LUCK,LAI,0,near Milano-Malpe...,,,A1,Italy
18986,Douglas C-47A (DC-3),42-6058,Turkish AF,,Istanbul,,,A1,Turkey
18987,Douglas C-47A (DC-3),CBK-20,Turkish AF,6,Çakirlar Çif...,,,A1,Turkey
18988,Douglas VC-47A (DC-3),43-48142,USAF,8,"near Redding, CA",,,A1,USA
18988,Lockheed P2V-3 Neptune,122972,US Navy,2,"near Kosing, Nort...",,,A1,Pacific Ocean
18989,Lisunov Li-2,CCCP-L4228,"Aeroflot, Yakutsk",20,near Namtsev,,,A1,Russia
18989,Douglas C-47B (DC-3),43-49413,USAF,4,Fukuoka-Itaz...,,,A1,Japan
18991,Curtiss C-46A,N3944C,Continental Charters,26,"near Salamanca, NY",,,A1,USA
18992,Curtiss C-46F,N68963,Transocean Air Lines,4,"near Fairbanks, AK",,,A1,USA
18992,Douglas VC-47D (DC-3),44-76266,USAF,28,"near Globe, AZ",,,A1,USA
18993,Douglas C-47A (DC-3),VT-COA,Kalinga Airlines,3,Calcutta-Dum...,,,A1,India
18995,Amiot AAC.1 (Ju-52),F-BAMQ,Air France,6,Andapa,,,A1,Madagascar
18995,Vickers Valetta C.1,VW185,RAF,0,near Singapore-Ch...,,,A1,Singapore
18995,Consolidated PBY-5A Catalina,VP-JAW,Caribbean International,0,near Grand Cayman...,,,A1,Cayman Isl.
18997,Fairchild C-119C Flying Boxcar,49-150,USAF,0,"near Hachita, NM",,,A1,USA
18998,Lockheed P2V-2 Neptune,122443,US Navy,1,Burtonwood R...,,,A1,U.K.
18998,Douglas C-47A (DC-3),42-100912,USAF,6,Burtonwood R...,,,A1,U.K.
19002,Lisunov Li-2,CCCP-L4315,"Aeroflot, Azerbaijan",3,near Stalingrad A...,,,A1,Russia
19003,Douglas C-47B (DC-3),EI-AFL,Aer Lingus,23,"Cwm Edno, Wales",,,A1,U.K.
19005,Douglas C-47A (DC-3),N41718,General Airways,2,"Mt Crillon, AK",,,A1,USA
19005,Douglas C-47B (DC-3),43-16249,USAF,5,"near Fort Yukon, AK",,,A2,USA
19007,Convair CV-240-13,N91238,Northeast Airlines,0,near New York-La ...,,,A1,USA
19009,Fairchild C-119C Flying Boxcar,49-172,USAF,3,near Pohang,,,A1,South Korea
19009,Grumman SA-16A Albatross,51-008,USAF,0,Korean coast,,,A1,South Korea
19011,Vickers Valetta C.1,VW823,RAF,0,Kasfareet RA...,,,A1,Egypt
